"product.productid","product.total_amount","product.total_quantity","product.total_customer"
"125469","226.059997559","2","1"
"125472","199.800003052","2","2"
"125476","199.5","2","2"
"125478","119.0","1","1"
"125479","584.5","6","6"
"125481","100.5","1","1"
"125482","81.75","1","1"
"125483","57.5999984741","1","1"
"125485","159.0","1","1"
"125486","96.8699951172","2","2"
"125487","55.0","1","1"
"125488","57.2700004578","1","1"
"125490","68.6999969482","1","1"
"125493","137.800003052","3","3"
"125494","230.440002441","5","4"
"125495","156.320007324","3","3"
"125498","45.0","1","1"
"125522","939.099975586","7","6"
"125523","617.469970703","6","5"
"125524","194.559997559","2","2"
"125525","500.630004883","4","4"
"125526","180.0","1","1"
"125527","931.939941406","7","7"
"125528","104.919998169","1","1"
"125529","139.899993896","1","1"
"125530","121.900001526","1","1"
"125542","97.4899978638","1","1"
"125543","209.979995728","2","2"
"125551","474.949981689","5","5"
"125552","104.989997864","1","1"
"125553","237.470001221","3","3"
"125554","609.960021973","5","5"
"125557","212.899993896","3","3"
"125558","59.0","1","1"
"125563","30.3099994659","1","1"
"125564","72.0","2","2"
"125565","44.7000007629","1","1"
"125566","398.75","3","2"
"125568","108.75","1","1"
"125580","240.0","2","2"
"125586","159.0","1","1"
"125593","75.0","1","1"
"125596","116.019996643","1","1"
"125597","1384.0","6","6"
"125598","74.25","1","1"
"125599","110.0","1","1"
"125605","479.989990234","5","5"
"125607","180.0","2","2"
"125608","595.0","2","2"
"125609","707.479980469","7","7"
"125610","209.989990234","2","2"
"125611","105.0","1","1"
"125612","140.0","1","1"
"125615","212.5","3","3"
"125618","66.75","1","1"
"125619","120.0","1","1"
"125620","257.5","2","2"
"125623","105.0","1","1"
"125630","116.25","1","1"
"125631","112.5","1","1"
"125641","105.0","1","1"
"125661","92.0","1","1"
"125662","104.0","1","1"
"125667","64.5","1","1"
"125669","88.1200027466","1","1"
"125673","96.75","1","1"
"125674","660.25","6","6"
"125676","650.25","4","4"
"125677","388.539978027","3","3"
"125684","102.0","1","1"
"125689","151.5","2","2"
"125692","29.25","1","1"
"125698","19.7399997711","3","3"
"125699","9.5","1","1"
"125700","47.3800010681","7","5"
"125702","8.61999988556","1","1"
"125703","20.3999996185","2","2"
"125704","215.0","1","1"
"125706","74.25","1","1"
"125707","89.25","1","1"
"125709","217.5","2","2"
"125711","221.25","1","1"
"125855","236.25","2","2"
"125859","238.990005493","2","2"
"125862","494.719970703","3","3"
"125865","494.299987793","5","5"
"125866","644.0","7","6"
"125873","89.0","1","1"
"125876","75.0","1","1"
"125879","97.8399963379","16","11"
"125880","34.4799995422","5","4"
"125881","7.48999977112","1","1"
"125883","15.7299995422","2","2"
"125884","9.98999977112","1","1"
"125886","75.0","1","1"
"125887","300.0","4","4"
"125888","97.5","1","1"
"125889","248.899993896","2","2"
"125890","119.919998169","1","1"
"125898","201.669998169","2","2"
"125899","160.0","1","1"
"125900","244.819992065","2","2"
"125901","85.5","1","1"
"125902","195.0","2","2"
"125903","163.5","2","1"
"125905","112.5","1","1"
"125906","109.900001526","1","1"
"125907","89.9199981689","1","1"
"125909","319.0","3","3"
"125910","105.0","1","1"
"125911","329.25","3","3"
"125913","208.5","2","2"
"125917","869.619995117","5","5"
"125919","105.0","1","1"
"125920","326.25","3","3"
"125922","400.0","5","5"
"125923","115.0","1","1"
"125924","93.75","1","1"
"125925","329.989990234","3","3"
"125926","165.0","2","2"
"125927","79.9899978638","1","1"
"125928","269.959991455","4","3"
"125931","63.75","1","1"
"125932","123.760002136","2","2"
"125943","47.0","1","1"
"125944","37.5999984741","1","1"
"125948","72.0","1","1"
"125949","64.8799972534","1","1"
"125950","471.75","4","4"
"125951","248.25","2","2"
"125953","62.5","1","1"
"125954","44.9900016785","1","1"
"125956","79.9899978638","1","1"
"125966","74.9899978638","1","1"
"125968","86.0","1","1"
"125970","47.5","1","1"
"125971","74.9899978638","1","1"
"125973","94.4899978638","1","1"
"125974","56.2400016785","1","1"
"125976","59.9900016785","1","1"
"125980","624.75","6","6"
"125981","576.0","2","2"
"125982","111.75","1","1"
"125983","89.25","1","1"
"125984","999.75","6","5"
"125985","111.75","1","1"
"125986","104.25","1","1"
"125988","148.5","2","2"
"125989","922.239990234","8","8"
"125990","595.0","6","6"
"126026","67.5","1","1"
"126028","118.400001526","3","2"
"126029","73.9499969482","2","2"
"126035","39.0","1","1"
"126039","69.0","1","1"
"126041","128.990005493","1","1"
"126043","139.0","1","1"
"126046","173.25","2","2"
"126047","104.25","1","1"
"126050","287.5","3","3"
"126051","225.75","2","2"
"126055","65.0","1","1"
"126059","59.25","1","1"
"126060","79.0","1","1"
"126066","308.0","2","2"
"126067","104.25","1","1"
"126071","288.0","2","2"
"126076","193.5","2","2"
"126077","79.0","1","1"
"126078","381.149993896","3","2"
"126081","1116.15002441","3","2"
"126083","881.320007324","3","2"
"126084","6.75","1","1"
"126085","7.5","1","1"
"126086","10.0","1","1"
"126087","15.0","1","1"
"126090","116.739997864","1","1"
"126091","297.539978027","2","2"
"126092","125.319999695","1","1"
"126117","76.0","1","1"
"126134","109.989997864","1","1"
"126139","179.990005493","3","3"
"126140","897.0","1","1"
"126141","130.0","2","2"
"126142","207.130004883","3","3"
"126143","60.0","1","1"
"126147","112.5","2","2"
"126161","258.0","2","2"
"126176","37.5","1","1"
"126179","30.0","1","1"
"126180","33.0","2","2"
"126181","87.5","3","3"
"126182","30.0","1","1"
"126183","30.0","1","1"
"126185","25.0","1","1"
"126186","51.5","1","1"
"126188","30.0","1","1"
"126195","30.0","1","1"
"126196","123.75","3","3"
"126201","37.5","1","1"
"126204","30.0","1","1"
"126206","122.5","4","4"
"126208","99.9000015259","1","1"
"126264","24.3799991608","1","1"
"126265","81.3800048828","2","2"
"126271","224.070007324","3","3"
"126298","47.0","1","1"
"126312","89.9899978638","1","1"
"126315","1389.36999512","7","7"
"126316","152.989990234","2","2"
"126317","99.9899978638","1","1"
"126321","190.0","2","2"
"126331","157.479995728","2","2"
"126341","130.0","1","1"
"126375","325.929992676","2","2"
"126378","450.0","3","3"
"126380","1399.25","5","5"
"126382","1053.25","3","3"
"126383","420.0","2","2"
"126384","357.5","3","3"
"126385","1731.0","4","4"
"126386","1149.0","1","1"
"126387","1027.48999023","7","7"
"126390","63.75","1","1"
"126392","165.0","2","2"
"126394","225.0","2","2"
"126396","99.9899978638","1","1"
"126398","1461.19995117","9","9"
"126399","252.5","2","2"
"126405","71.9199981689","9","7"
"126415","35.9900016785","1","1"
"126423","210.0","2","2"
"126424","71.25","1","1"
"126425","896.760009766","8","7"
"126426","97.5","1","1"
"126427","1505.5","7","7"
"126428","1090.5","10","9"
"126432","175.0","2","2"
"126433","137.5","1","1"
"126436","149.25","1","1"
"126449","130.0","2","2"
"126458","130.0","1","1"
"126483","75.0","1","1"
"126485","52.4199981689","1","1"
"126487","59.5","1","1"
"126493","208.0","2","2"
"126497","192.5","2","2"
"126498","216.989990234","2","2"
"126504","89.0","1","1"
"126516","39.5","1","1"
"126522","570.0","1","1"
"126532","153.830001831","17","17"
"126546","17.9599990845","4","3"
"126547","14.9699993134","3","3"
"126554","29.9599990845","4","3"
"126556","74.8600006104","14","12"
"126557","0.0","1","1"
"126558","8.97999954224","2","2"
"126585","79.0","1","1"
"126591","26.8999996185","1","1"
"126594","65.0","1","1"
"126595","41.25","1","1"
"126597","226.0","4","4"
"126605","56.25","1","1"
"126648","54.0","1","1"
"126649","137.470001221","3","3"
"126656","495.0","1","1"
"126657","96.2300033569","2","2"
"126660","37.4900016785","1","1"
"126661","51.5","1","1"
"126665","350.989990234","2","2"
"126666","49.9900016785","1","1"
"126668","39.9900016785","1","1"
"126673","54.9900016785","1","1"
"126674","44.9900016785","1","1"
"126675","52.9900016785","1","1"
"126678","353.640014648","7","6"
"126679","44.9900016785","1","1"
"126694","82.4199981689","1","1"
"126698","225.0","3","3"
"126699","150.0","2","2"
"126700","209.0","2","2"
"126701","37.5","1","1"
"126718","133.5","2","2"
"126719","940.0","5","5"
"126734","57.0","1","1"
"126739","5.98999977112","1","1"
"126740","7.98999977112","1","1"
"126741","7.98999977112","1","1"
"126749","119.25","1","1"
"126751","6.73999977112","1","1"
"126752","3.74000000954","1","1"
"126759","78.75","2","2"
"126763","67.5","1","1"
"126769","109.0","1","1"
"126771","108.75","1","1"
"126774","921.25","3","3"
"126775","749.979980469","9","9"
"126776","215.239990234","3","3"
"126777","112.5","2","2"
"126778","48.75","1","1"
"126791","45.0","1","1"
"126805","13.8800001144","1","1"
"126811","19.8999996185","1","1"
"126813","28.5","2","1"
"126820","0.0","1","1"
"126822","14.9200000763","1","1"
"126824","11.625","1","1"
"126849","17.5","2","2"
"126852","29.0","3","3"
"126853","22.5","1","1"
"126854","12.0","1","1"
"126856","35.0","4","4"
"126863","25.5","1","1"
"126865","64.9899978638","1","1"
"126866","41.2400016785","1","1"
"126867","172.470001221","3","3"
"126870","69.9899978638","1","1"
"126874","74.9899978638","1","1"
"126878","31.5","1","1"
"126879","15.0","2","2"
"126882","37.5","1","1"
"126883","55.0","1","1"
"126884","41.25","1","1"
"126886","916.989990234","11","11"
"126887","363.75","6","6"
"126889","206.240005493","4","4"
"126890","30.0","3","3"
"126891","8.18000030518","1","1"
"126893","6.38000011444","1","1"
"126894","13.6999998093","1","1"
"126895","65.0999984741","6","5"
"126896","33.0","3","1"
"126897","27.0","2","1"
"126898","42.5","3","3"
"126899","10.1199998856","1","1"
"126900","44.9500007629","4","3"
"126901","15.0","1","1"
"126905","24.75","3","3"
"126907","19.5","2","1"
"126908","5.25","1","1"
"126909","12.0","1","1"
"126911","28.5","2","1"
"126912","27.0","4","4"
"126913","6.0","1","1"
"126914","33.0","2","2"
"126922","60.0","1","1"
"126938","11.8999996185","1","1"
"126947","17.8400001526","2","1"
"126950","42.0","2","2"
"126952","65.0","6","5"
"126953","48.75","5","5"
"126955","75.0","1","1"
"126956","113.75","2","2"
"126957","85.0","1","1"
"126958","676.0","1","1"
"126959","155.75","2","2"
"126976","14.0","1","1"
"126977","24.5","2","2"
"126980","9.68000030518","1","1"
"126988","30.0","1","1"
"127011","185.0","1","1"
"127016","119.0","1","1"
"127018","104.839996338","2","2"
"127019","55.0","1","1"
"127021","715.16998291","4","4"
"127022","292.119995117","2","2"
"127027","199.300003052","3","3"
"127028","138.399993896","2","2"
"127029","192.720001221","3","3"
"127030","252.209991455","4","4"
"127031","382.459991455","5","5"
"127035","52.4900016785","1","1"
"127036","63.7400016785","1","1"
"127037","475.019989014","6","5"
"127039","225.720001221","3","3"
"127041","64.9899978638","1","1"
"127043","372.089996338","7","7"
"127045","153.800003052","2","2"
"127046","299.799987793","4","4"
"127049","82.4899978638","1","1"
"127055","226.970001221","3","3"
"127056","59.9900016785","1","1"
"127057","64.9899978638","1","1"
"127058","371.009979248","2","2"
"127059","391.769989014","3","3"
"127062","129.979995728","2","2"
"127063","84.9899978638","1","1"
"127065","99.9899978638","1","1"
"127068","234.880004883","3","2"
"127070","104.650001526","1","1"
"127076","94.0","1","1"
"127077","48.2999992371","1","1"
"127085","67.5","1","1"
"127086","77.25","1","1"
"127087","231.0","2","1"
"127091","81.0","1","1"
"127097","34.5","1","1"
"127100","471.25","4","4"
"127101","101.25","1","1"
"127103","258.75","3","3"
"127104","95.0","1","1"
"127105","258.75","3","3"
"127108","302.470001221","3","3"
"127109","662.0","1","1"
"127119","8.5","1","1"
"127120","406.0","2","2"
"127134","59.5","1","1"
"127138","202.5","1","1"
"127139","220.0","1","1"
"127153","97.5","1","1"
"127157","150.0","2","2"
"127158","96.0","1","1"
"127159","97.5","1","1"
"127160","86.25","1","1"
"127164","405.589996338","5","5"
"127165","150.0","2","2"
"127170","169.990005493","3","3"
"127172","200.0","3","3"
"127173","270.0","2","2"
"127181","90.0","1","1"
"127182","122.489997864","2","2"
"127183","147.5","2","2"
"127184","90.0","1","1"
"127208","75.0","1","1"
"127213","94.0","1","1"
"127232","89.25","1","1"
"127248","86.25","1","1"
"127249","422.5","4","4"
"127252","136.0","1","1"
"127253","90.0","1","1"
"127255","193.440002441","1","1"
"127256","135.0","1","1"
"127259","449.979980469","4","4"
"127263","260.0","2","2"
"127264","215.440002441","3","3"
"127268","165.0","1","1"
"127269","692.020019531","5","5"
"127270","270.0","2","2"
"127276","30.0","1","1"
"127291","403.0","7","5"
"127299","85.0","1","1"
"127306","109.650001526","1","1"
"127362","649.159973145","4","4"
"127363","139.800003052","2","2"
"127369","134.990005493","1","1"
"127370","1419.0","3","3"
"127372","75.0","1","1"
"127373","75.0","1","1"
"127378","100.0","2","2"
"127389","44.9900016785","1","1"
"127399","67.5","1","1"
"127413","269.470001221","3","3"
"127414","212.470001221","3","3"
"127415","84.9899978638","1","1"
"127416","195.979995728","2","1"
"127417","37.1699981689","2","2"
"127419","101.25","1","1"
"127421","201.25","2","2"
"127424","93.75","1","1"
"127429","541.739990234","6","6"
"127440","180.0","2","2"
"127446","60.0","1","1"
"127447","67.5","1","1"
"127451","132.5","1","1"
"127453","144.5","1","1"
"127455","144.5","1","1"
"127566","78.3199996948","3","3"
"127573","37.7000007629","1","1"
"127574","46.7000007629","1","1"
"127575","150.899993896","1","1"
"127580","642.679992676","9","8"
"127582","489.25","3","3"
"127584","107.5","1","1"
"127585","447.5","5","5"
"127586","183.5","2","2"
"127587","294.5","3","3"
"127588","179.0","2","2"
"127589","523.940002441","7","7"
"127591","250.5","3","3"
"127592","179.0","2","2"
"127594","1392.5","3","3"
"127596","182.0","2","2"
"127597","95.0","1","1"
"127611","275.0","1","1"
"127614","239.880004883","1","1"
"127624","135.0","1","1"
"127628","99.9899978638","1","1"
"127629","99.9899978638","1","1"
"127630","129.979995728","2","2"
"127636","35.0","1","1"
"127643","141.75","1","1"
"127670","49.0","1","1"
"127681","666.0","1","1"
"127683","340.0","5","5"
"127686","162.699996948","1","1"
"127690","99.9899978638","1","1"
"127693","137.25","1","1"
"127698","143.0","1","1"
"127701","193.5","2","1"
"127703","185.0","1","1"
"127706","93.75","1","1"
"127712","65.0","1","1"
"127752","65.0","1","1"
"127756","25.7000007629","1","1"
"127759","63.75","1","1"
"127775","56.25","1","1"
"127776","56.25","1","1"
"127786","89.25","1","1"
"127789","63.0","1","1"
"127802","52.5","1","1"
"127803","58.0999984741","1","1"
"127829","373.729980469","4","4"
"127830","952.459960938","10","10"
"127831","115.0","1","1"
"127841","12.0","2","2"
"127842","9.5","1","1"
"127845","12.5","1","1"
"127847","20.0","1","1"
"127848","0.0500000007451","1","1"
"127849","33.0","3","3"
"127856","12.0","1","1"
"127862","12.0","1","1"
"127863","12.0","1","1"
"127864","21.0","2","2"
"127866","12.0","1","1"
"127886","91.6999969482","2","2"
"127991","299.989990234","2","2"
"128029","97.5","1","1"
"128046","63.75","1","1"
"128078","4598.22998047","7","7"
"128079","999.979980469","6","6"
"128100","48.75","1","1"
"128109","173.25","2","2"
"128228","111.680000305","1","1"
"128233","527.459960938","5","5"
"128245","415.0","6","6"
"128247","277.5","1","1"
"128248","150.5","2","2"
"128258","31.4899997711","1","1"
"128279","257.5","1","1"
"128283","82.5","1","1"
"128300","509.970001221","5","5"
"128317","131.239990234","2","2"
"128320","48.7400016785","1","1"
"128384","69.9899978638","1","1"
"128386","75.0","2","2"
"128388","88.0","1","1"
"128616","47.0","1","1"
"128621","27.7399997711","1","1"
"128772","68.25","2","2"
"129267","376.0","1","1"
"129284","164.0","2","2"
"129305","66.9000015259","1","1"
"129308","80.9100036621","1","1"
"129312","699.989990234","10","9"
"129313","122.5","2","2"
