"product.productid","product.total_amount","product.total_quantity","product.total_customer"
"106365","165.0","2","2"
"106378","143.0","4","4"
"106379","195.0","1","1"
"106386","52.5","2","2"
"106388","29.9200000763","1","1"
"106390","35.0","1","1"
"106409","245.239990234","3","3"
"106501","33.7400016785","1","1"
"106502","33.7400016785","1","1"
"106555","120.75","2","2"
"106563","59.25","1","1"
"106580","66.75","1","1"
"106585","500.130004883","5","5"
"106605","160.0","1","1"
"106614","70.1299972534","1","1"
"106615","110.75","2","2"
"106616","73.8700027466","1","1"
"106617","59.0","1","1"
"106618","79.0","1","1"
"106622","170.0","1","1"
"106625","85.0","1","1"
"106630","74.9899978638","1","1"
"106633","72.0","1","1"
"106634","251.989990234","3","3"
"106638","359.0","1","1"
"106733","116.099998474","1","1"
"106757","178.0","2","2"
"106775","93.75","1","1"
"106778","292.5","3","3"
"106781","1378.69995117","1","1"
"106783","265.0","3","3"
"106788","108.75","1","1"
"106791","125.0","1","1"
"106792","1484.98999023","15","15"
"106796","210.0","2","2"
"106800","101.25","1","1"
"106801","550.0","6","6"
"106805","525.0","6","6"
"106807","88.0","1","1"
"106811","157.5","2","2"
"106819","715.0","7","4"
"106824","195.0","2","2"
"106836","49.2799987793","1","1"
"106837","21.75","1","1"
"106839","39.9000015259","1","1"
"106842","31.5","1","1"
"106849","310.0","2","2"
"106855","254.0","2","2"
"106858","760.0","5","4"
"106859","112.489997864","1","1"
"106862","643.5","1","1"
"106869","1137.5","7","6"
"106871","128.720001221","1","1"
"106874","225.0","2","2"
"106875","438.739990234","4","4"
"106876","131.25","1","1"
"106883","108.309997559","1","1"
"106890","333.75","3","3"
"106894","105.0","1","1"
"106907","390.0","5","5"
"106908","281.25","3","3"
"106913","645.0","6","6"
"106915","409.75","3","3"
"106916","644.25","2","2"
"106917","506.239990234","4","4"
"106918","1876.5","17","16"
"106919","1308.68994141","12","12"
"106997","201.25","2","2"
"107001","187.5","2","2"
"107003","180.0","2","2"
"107004","322.5","3","3"
"107005","123.75","1","1"
"107007","94.9000015259","1","1"
"107011","112.5","1","1"
"107021","112.5","1","1"
"107027","112.5","1","1"
"107072","1155.0","9","9"
"107073","184.149993896","2","2"
"107074","129.0","1","1"
"107099","48.7400016785","1","1"
"107104","247.470001221","3","2"
"107111","111.75","1","1"
"107118","104.25","1","1"
"107120","111.75","1","1"
"107122","215.75","2","2"
"107123","119.0","1","1"
"107126","92.0","1","1"
"107158","659.989990234","6","6"
"107159","531.25","7","6"
"107164","171.699996948","2","2"
"107167","50.0","1","1"
"107177","37.5","1","1"
"107185","82.5","1","1"
"107186","1612.0","4","4"
"107191","440.0","1","1"
"107194","101.25","1","1"
"107205","165.75","1","1"
"107212","119.0","1","1"
"107218","111.75","1","1"
"107223","104.25","1","1"
"107229","218.75","2","2"
"107237","111.75","1","1"
"107238","104.25","1","1"
"107293","41.9000015259","1","1"
"107295","57.7999992371","2","2"
"107298","159.0","1","1"
"107309","76.5","1","1"
"107316","70.0","1","1"
"107317","110.0","2","2"
"107320","65.0","1","1"
"107330","31.5","1","1"
"107331","66.6200027466","2","2"
"107334","55.0","1","1"
"107336","65.0","1","1"
"107337","133.429992676","3","3"
"107369","89.9899978638","1","1"
"107383","63.7400016785","1","1"
"107389","84.9899978638","1","1"
"107391","64.9899978638","1","1"
"107393","299.970001221","4","4"
"107394","121.229995728","2","2"
"107395","140.989990234","2","2"
"107396","154.100006104","2","2"
"107447","254.5","2","2"
"107449","127.5","1","1"
"107463","150.5","1","1"
"107464","240.0","2","2"
"107465","262.5","2","2"
"107466","149.919998169","1","1"
"107470","1109.80004883","9","9"
"107471","280.0","2","1"
"107473","265.0","3","3"
"107474","75.0","1","1"
"107476","838.900024414","21","21"
"107485","29.8999996185","1","1"
"107487","165.0","2","2"
"107488","417.5","5","5"
"107493","79.5","1","1"
"107495","184.25","2","2"
"107514","187.5","2","2"
"107516","260.0","2","2"
"107534","660.0","1","1"
"107535","625.0","1","1"
"107536","700.0","1","1"
"107559","507.0","1","1"
"107560","190.0","3","3"
"107588","119.980003357","2","2"
"107589","349.979980469","3","3"
"107597","129.5","2","1"
"107607","135.0","1","1"
"107616","248.699996948","3","3"
"107626","74.9899978638","1","1"
"107633","238.0","2","2"
"107636","96.75","1","1"
"107639","111.75","1","1"
"107640","74.25","1","1"
"107643","562.25","6","6"
"107645","89.0","1","1"
"107650","268.25","2","2"
"107652","159.0","1","1"
"107654","126.75","1","1"
"107657","238.5","2","2"
"107670","150.0","1","1"
"107672","719.989990234","5","5"
"107675","360.0","3","2"
"107680","174.990005493","1","1"
"107681","675.0","6","6"
"107682","239.979995728","2","2"
"107688","135.0","1","1"
"107692","119.989997864","1","1"
"107748","78.9000015259","2","2"
"107749","202.5","5","5"
"107750","45.0","1","1"
"107752","49.0","1","1"
"107754","100.0","2","2"
"107755","65.0","1","1"
"107770","113.900001526","1","1"
"107772","91.9000015259","1","1"
"107777","395.0","1","1"
"107783","89.9199981689","1","1"
"107786","511.079986572","5","4"
"107799","96.75","1","1"
"107809","74.25","1","1"
"107814","86.25","1","1"
"107822","69.0","1","1"
"107824","75.0","1","1"
"107827","75.0","1","1"
"107832","69.0","1","1"
"107835","216.5","4","3"
"107857","225.75","2","2"
"107863","150.0","2","2"
"107866","41.2400016785","1","1"
"107868","363.0","3","3"
"107869","144.0","3","3"
"107871","255.0","2","2"
"107877","55.0","1","1"
"107900","70.0","1","1"
"107911","470.0","2","2"
"107935","75.0","1","1"
"107940","52.5","1","1"
"107942","65.0","1","1"
"107978","563.729980469","7","7"
"107979","170.0","2","2"
"107992","99.9000015259","1","1"
"107994","94.9000015259","1","1"
"108006","52.5","1","1"
"108032","63.75","1","1"
"108039","67.5","1","1"
"108045","262.5","4","4"
"108053","299.779998779","1","1"
"108062","160.0","2","2"
"108068","1390.41003418","9","9"
"108080","455.0","1","1"
"108090","562.5","2","2"
"108185","230.0","3","3"
"108218","357.369995117","4","4"
"108224","299.75","3","3"
"108236","195.0","1","1"
"108240","26.9899997711","1","1"
"108241","20.2399997711","1","1"
"108274","136.0","2","2"
"108285","79.9899978638","1","1"
"108293","29.8999996185","1","1"
"108302","90.0","1","1"
"108305","518.239990234","5","5"
"108321","26.25","1","1"
"108329","67.0","1","1"
"108355","80.0","1","1"
"108356","522.5","2","2"
"108368","59.9199981689","1","1"
"108379","44.9199981689","1","1"
"108387","429.0","1","1"
"108400","63.0","1","1"
"108401","337.119995117","4","3"
"108412","146.25","1","1"
"108421","252.199996948","6","6"
"108445","38.1500015259","1","1"
"108539","75.0","1","1"
"108542","74.9899978638","1","1"
"108549","150.0","2","2"
"108594","58.9900016785","1","1"
"108595","55.0","1","1"
"108597","151.419998169","3","3"
"108600","146.990005493","3","3"
"108606","89.25","1","1"
"108626","24.0","1","1"
"108629","79.9899978638","1","1"
"108630","59.9900016785","1","1"
"108637","64.9899978638","1","1"
"108643","48.7400016785","1","1"
"108644","47.5","1","1"
"108647","320.779998779","5","5"
"108651","59.9000015259","1","1"
"108663","79.9899978638","1","1"
"108666","44.9199981689","1","1"
"108670","118.0","2","2"
"108693","64.5","1","1"
"108711","47.1800003052","1","1"
"108717","68.0","1","1"
"108722","49.1199989319","1","1"
"108739","1056.47998047","3","3"
"108748","254.970001221","3","3"
"108751","360.0","4","4"
"108763","74.9899978638","1","1"
"108783","48.75","1","1"
"108784","89.9000015259","1","1"
"108812","881.0","10","8"
"108814","701.5","6","6"
"108820","75.0","1","1"
"108822","115.0","1","1"
"108823","684.150024414","9","8"
"108827","142.5","2","2"
"108828","628.0","6","6"
"108830","85.0","1","1"
"108832","89.25","1","1"
"108833","93.75","1","1"
"108834","89.25","1","1"
"108839","86.25","1","1"
"108842","375.0","3","3"
"108844","367.049987793","2","2"
"108847","595.5","7","7"
"108849","138.5","1","1"
"108855","125.0","1","1"
"108858","297.5","3","3"
"108861","112.5","2","2"
"108867","300.0","1","1"
"108886","265.709991455","5","5"
"108887","97.5","1","1"
"108895","122.5","2","2"
"108907","517.5","2","2"
"108908","533.179992676","2","2"
"108912","175.0","1","1"
"108930","39.9900016785","1","1"
"108943","99.0","1","1"
"108962","621.0","1","1"
"108975","70.0","1","1"
"108984","189.75","3","3"
"108985","69.0","1","1"
"108986","59.25","1","1"
"108999","411.5","3","3"
"109001","788.25","6","6"
"109002","155.0","1","1"
"109010","642.599975586","4","4"
"109011","141.75","1","1"
"109014","141.75","1","1"
"109015","126.75","1","1"
"109016","169.0","1","1"
"109017","123.75","1","1"
"109019","159.0","1","1"
"109020","141.75","1","1"
"109033","149.25","1","1"
"109036","240.0","2","2"
"109041","101.25","1","1"
"109057","139.0","1","1"
"109087","81.3800048828","2","2"
"109152","189.0","1","1"
"109156","169.0","1","1"
"109182","68.6200027466","1","1"
"109190","192.5","2","2"
"109195","101.25","1","1"
"109203","119.25","1","1"
"109205","220.669998169","2","2"
"109218","126.75","1","1"
"109288","455.0","2","2"
"109290","119.25","1","1"
"109295","155.0","1","1"
"109303","75.0","1","1"
"109306","45.0","1","1"
"109320","139.0","1","1"
"109364","890.989990234","2","2"
"109371","96.75","1","1"
"109405","104.25","1","1"
"109422","55.5","1","1"
"109423","225.75","2","2"
"109426","191.0","2","2"
"109427","268.5","3","3"
"109430","89.5","1","1"
"109432","310.0","4","4"
"109433","129.0","1","1"
"109435","89.5","1","1"
"109439","388.0","4","4"
"109441","116.5","1","1"
"109442","468.0","4","4"
"109445","96.75","1","1"
"109446","90.5","1","1"
"109452","327.700012207","1","1"
"109500","96.0","1","1"
"109501","239.979995728","2","2"
"109502","243.25","2","2"
"109503","451.75","4","4"
"109508","126.75","1","1"
"109511","745.780029297","7","7"
"109512","159.0","1","1"
"109520","143.020004272","1","1"
"109529","111.75","1","1"
"109535","189.0","1","1"
"109536","186.75","1","1"
"109537","1749.75","4","4"
"109538","225.75","2","2"
"109540","225.75","2","2"
"109569","89.25","1","1"
"109570","99.0","1","1"
"109572","654.0","3","3"
"109574","746.709960938","8","8"
"109577","81.75","1","1"
"109579","1319.68005371","5","4"
"109584","81.75","1","1"
"109585","81.75","1","1"
"109586","111.75","1","1"
"109587","111.75","1","1"
"109591","383.399993896","3","3"
"109593","104.25","1","1"
"109596","148.5","1","1"
"109599","108.75","1","1"
"109601","104.25","1","1"
"109602","157.5","2","2"
"109607","208.5","2","2"
"109628","87.9000015259","1","1"
"109630","129.990005493","2","2"
"109634","112.5","2","1"
"109649","88.1200027466","1","1"
"109657","24.9899997711","1","1"
"109725","1942.69995117","4","3"
"109741","59.5","1","1"
"109745","120.0","1","1"
"109749","80.0","1","1"
"109754","684.0","3","2"
"109760","17.25","1","1"
"109774","247.25","2","2"
"109775","179.0","1","1"
"109806","109.5","1","1"
"109811","62.5","1","1"
"109815","74.5","1","1"
"109824","147.0","3","3"
"109828","66.7299957275","3","3"
"109829","22.9899997711","1","1"
"109831","49.4700012207","3","3"
"109850","397.75","8","7"
"109855","301.540008545","7","7"
"109859","69.0","1","1"
"109863","69.0","1","1"
"109870","198.0","1","1"
"109872","129.800003052","2","2"
"109876","129.800003052","2","2"
"109884","54.9000015259","1","1"
"109885","172.220001221","3","3"
"109886","204.410003662","4","4"
"109905","127.5","1","1"
"109906","116.25","1","1"
"109942","164.080001831","3","3"
"109948","65.5","1","1"
"109950","312.75","3","3"
"109977","89.25","1","1"
"109981","136.899993896","1","1"
"110121","141.75","1","1"
"110146","716.0","1","1"
"110166","152.5","3","3"
"110186","37.4900016785","1","1"
"110190","69.9800033569","2","2"
"110201","46.0","1","1"
"110254","46.6599998474","1","1"
"110264","35.0","1","1"
"110265","52.4199981689","1","1"
"110266","52.4799995422","2","2"
"110324","225.169998169","3","3"
"110366","49.9900016785","1","1"
"110368","44.7299995422","1","1"
"110594","128.0","1","1"
"110608","35.0","1","1"
"110613","69.9899978638","1","1"
"110664","155.0","1","1"
"110665","1352.0","1","1"
"110666","125.0","1","1"
"110667","165.0","1","1"
"110702","75.0","1","1"
"110769","102.5","1","1"
"110848","55.0","1","1"
"110880","284.25","1","1"
"110886","41.25","1","1"
"110923","60.0","2","2"
"110924","180.0","5","5"
"110931","135.0","1","1"
"110983","371.25","2","2"
"110994","116.25","1","1"
"110995","245.0","2","2"
"110996","108.75","1","1"
"111010","190.0","1","1"
"111118","29.9899997711","1","1"
"111141","29.9899997711","1","1"
"111149","105.0","1","1"
"111222","120.0","1","1"
"111242","500.0","3","3"
"111245","1035.0","3","3"
"111246","412.470001221","4","4"
"111258","17.8999996185","1","1"
"111392","29.9899997711","1","1"
"111412","39.9900016785","1","1"
"111463","26.25","1","1"
"111464","300.0","5","5"
"111472","120.0","1","1"
"111498","247.0","2","2"
"111516","93.75","1","1"
"111517","95.0","1","1"
"111568","103.279998779","1","1"
"111605","163.0","1","1"
"111632","108.75","1","1"
"111677","18.0","1","1"
"111750","97.4899978638","1","1"
"111751","89.9899978638","1","1"
"111764","109.989997864","1","1"
"111769","114.989997864","1","1"
"111827","74.0","1","1"
"111858","63.5","1","1"
"111875","230.679992676","2","2"
"111884","51.75","1","1"
"111893","537.5","3","3"
"111988","270.0","2","2"
"112045","242.0","3","3"
"112049","149.979995728","2","1"
"112050","99.9899978638","1","1"
"112056","90.0","1","1"
"112058","74.9899978638","1","1"
"112160","72.5","1","1"
"112200","75.75","1","1"
"112208","316.989990234","3","3"
"112209","73.5","1","1"
"112233","150.0","2","2"
"112234","68.0","1","1"
"112240","68.0","1","1"
"112245","84.0","1","1"
"112246","54.0","1","1"
"112266","50.0","1","1"
"112269","66.0","1","1"
"112270","56.0","1","1"
"112278","55.5999984741","1","1"
"112350","50.0","1","1"
"112362","112.5","1","1"
"112363","71.1800003052","1","1"
"112378","47.1199989319","1","1"
"112414","32.0","1","1"
"112501","59.9900016785","1","1"
"112557","78.75","7","7"
"112569","86.25","1","1"
"112573","1045.5","1","1"
"112581","62.25","1","1"
"112599","500.0","1","1"
"112614","91.8799972534","1","1"
"112767","83.0","1","1"
"112850","89.0","1","1"
"112854","149.0","1","1"
"112903","49.0","1","1"
"112913","51.0","1","1"
"112958","135.0","1","1"
"112974","32.8600006104","3","2"
"112982","75.0","1","1"
"112984","85.0","1","1"
"113056","45.0","1","1"
"113068","82.5","1","1"
"113082","90.0","1","1"
"113091","665.5","8","8"
"113093","15080.6796875","125","121"
"113097","487.479980469","7","7"
"113098","123.25","2","2"
"113142","40.0","1","1"
"113155","131.229995728","2","2"
"113165","81.75","1","1"
"113225","49.0","1","1"
"113258","63.6800003052","1","1"
"113326","158.910003662","3","3"
"113346","89.25","1","1"
"113362","129.380004883","1","1"
"113458","72.4800033569","1","1"
"113462","110.0","2","2"
"113469","70.0","1","1"
"113499","339.989990234","4","4"
"113510","50.5","1","1"
"113541","99.75","1","1"
"113559","21.3999996185","1","1"
"113560","41.6599998474","2","2"
"113585","69.1200027466","2","2"
"113588","37.1199989319","1","1"
"113616","25.4899997711","1","1"
"113635","46.0","1","1"
"113640","49.5","1","1"
"113645","60.0","1","1"
"113653","80.0","1","1"
"113731","111.899993896","2","2"
"113739","51.75","1","1"
"113745","178.5","2","1"
"113746","119.0","1","1"
"113776","119.25","1","1"
"113777","81.0","1","1"
"113779","96.75","1","1"
"113782","89.25","1","1"
"113783","243.25","2","2"
"113784","129.0","1","1"
"113786","181.0","2","1"
"113789","109.0","1","1"
"113818","126.75","1","1"
"113821","897.0","1","1"
"113823","975.0","1","1"
"113872","48.7400016785","1","1"
"113892","490.0","1","1"
"113907","80.0","1","1"
"113913","135.0","1","1"
"113917","80.0","1","1"
"113923","135.0","1","1"
"113925","244.990005493","2","2"
"113958","59.9199981689","1","1"
"113980","42.0","1","1"
"113981","31.5","1","1"
"114001","137.5","3","3"
"114006","60.0","2","2"
"114007","41.25","1","1"
"114101","135.0","1","1"
"114134","73.8000030518","2","2"
"114138","68.8899993896","1","1"
"114189","217.899993896","1","1"
"114193","55.0","1","1"
"114204","55.0","1","1"
"114207","63.0","1","1"
"114211","55.0","1","1"
"114275","54.3499984741","1","1"
"114305","83.5","1","1"
"114306","96.75","1","1"
"114309","83.5","1","1"
"114315","199.800003052","2","2"
"114337","71.25","1","1"
"114346","138.239990234","2","2"
"114350","493.890014648","1","1"
"114355","64.0","1","1"
"114362","38.0","1","1"
"114377","169.979995728","2","2"
"114381","68.4000015259","1","1"
"114412","127.5","1","1"
"114428","236.25","2","2"
"114430","127.5","1","1"
"114485","65.0","1","1"
"114488","60.0","1","1"
"114498","71.25","1","1"
"114507","190.0","6","6"
"114508","189.089996338","6","6"
"114514","65.0","1","1"
"114515","55.0","1","1"
"114528","49.9900016785","1","1"
"114531","48.75","1","1"
"114533","34.9900016785","1","1"
"114543","58.5","1","1"
"114592","149.0","1","1"
"114650","63.75","1","1"
"114892","70.5500030518","1","1"
"114908","48.75","1","1"
"114913","99.9000015259","1","1"
"114914","45.0","1","1"
"114919","27.8999996185","1","1"
"114925","48.75","1","1"
"114996","74.0","1","1"
"115014","53.5099983215","1","1"
"115017","224.38999939","1","1"
"115071","89.9199981689","1","1"
"115081","199.899993896","1","1"
"115090","29.9899997711","1","1"
"115111","19.9899997711","1","1"
"115133","82.4199981689","1","1"
"115150","157.320007324","2","2"
"115181","59.9900016785","1","1"
"115217","103.900001526","1","1"
"115219","36.7000007629","1","1"
"115220","78.75","2","2"
"115222","47.2400016785","1","1"
"115225","320.989990234","6","6"
"115253","386.489990234","4","4"
"115254","97.5","1","1"
"115311","79.5","1","1"
"115329","37.4199981689","1","1"
"115360","26.25","1","1"
"115413","395.799987793","2","2"
"115419","1521.0","1","1"
"115438","288.0","1","1"
"115439","105.0","2","2"
"115534","65.0","1","1"
"115560","43.2799987793","1","1"
"115582","28.7000007629","1","1"
"115615","35.0","2","2"
"115616","25.0","1","1"
"115619","75.0","1","1"
"115625","35.0","1","1"
"115677","182.5","4","4"
"115680","31.5","1","1"
"115681","77.5","2","2"
"115685","22.5","1","1"
"115739","203.0","1","1"
"115741","70.0","1","1"
"115780","151.240005493","3","3"
"115783","399.739990234","3","3"
"115784","145.0","1","1"
"115786","3244.9699707","12","12"
"115798","688.739990234","8","8"
"115809","661.91003418","5","5"
"115810","210.0","2","2"
"115811","720.5","5","5"
"115812","456.690002441","3","3"
"115813","2063.97998047","11","10"
"115818","65.0","1","1"
"115825","187.5","2","2"
"115839","180.0","2","2"
"115842","74.9899978638","1","1"
"115866","420.0","1","1"
"115883","53.5800018311","1","1"
"115896","129.0","1","1"
"115897","96.75","1","1"
"115898","89.25","1","1"
"115911","158.0","2","2"
"115922","63.0","2","2"
"115925","65.0","1","1"
"115963","99.0","1","1"
"115979","12.6599998474","1","1"
"115992","31.5","1","1"
"116043","357.0","1","1"
"116093","43.5","2","2"
"116098","21.75","1","1"
"116101","29.0","1","1"
"116102","29.0","1","1"
"116103","50.0","2","2"
"116109","58.0","2","2"
"116145","32.0999984741","1","1"
"116146","40.0","1","1"
"116163","89.25","1","1"
"116167","59.9900016785","1","1"
"116205","51.75","1","1"
"116207","89.0","1","1"
"116208","519.75","6","6"
"116209","169.25","2","2"
"116214","48.75","1","1"
"116227","155.0","1","1"
"116230","45.0","1","1"
"116233","402.5","6","4"
"116273","99.0","1","1"
"116290","105.419998169","1","1"
"116355","109.0","1","1"
"116357","45.0","1","1"
"116365","128.0","2","2"
"116377","157.489990234","2","2"
"116379","61.0","1","1"
"116386","49.9900016785","1","1"
"116395","34.2999992371","1","1"
"116421","74.9899978638","1","1"
"116425","470.0","2","2"
"116428","82.5","1","1"
"116430","499.969970703","3","3"
"116437","59.9900016785","1","1"
"116439","79.9899978638","1","1"
"116442","74.9899978638","1","1"
"116448","1198.9699707","4","3"
"116454","89.9899978638","1","1"
"116470","74.9899978638","1","1"
"116472","269.959991455","4","1"
"116484","52.4900016785","1","1"
"116490","89.9899978638","1","1"
"116497","801.0","1","1"
"116505","74.9899978638","1","1"
"116510","218.0","2","2"
"116511","108.989997864","1","1"
"116517","294.0","4","4"
"116519","63.0","1","1"
"116527","33.75","1","1"
"116595","195.0","2","2"
"116614","21.75","1","1"
"116616","26.25","1","1"
"116640","41.2400016785","1","1"
"116650","54.9900016785","1","1"
"116654","36.5","1","1"
"116655","54.9900016785","1","1"
"116662","41.2400016785","1","1"
"116664","42.9900016785","1","1"
"116689","422.489990234","7","6"
"116692","786.0","7","7"
"116721","41.25","1","1"
"116740","115.0","1","1"
"116744","50.0","1","1"
"116747","75.0","1","1"
"116752","71.25","1","1"
"116753","59.7999992371","2","2"
"116760","24.0","1","1"
"116761","799.220031738","6","6"
"116777","49.0","1","1"
"116812","63.7400016785","1","1"
"116818","424.899993896","3","3"
"116827","129.0","1","1"
"116868","110.0","2","2"
"116870","130.0","1","1"
"116873","395.5","1","1"
"116883","93.0","1","1"
"116887","84.0","1","1"
"116893","90.0","1","1"
"116906","60.0","1","1"
"116907","108.0","1","1"
"116912","96.0","1","1"
"116913","94.5","1","1"
"116914","145.0","1","1"
"116915","264.0","3","3"
"116921","221.25","1","1"
"116948","103.699996948","1","1"
"116951","155.0","1","1"
"117002","67.3199996948","1","1"
"117027","139.0","1","1"
"117028","104.25","1","1"
"117029","243.25","2","2"
"117046","138.75","1","1"
"117083","308.0","1","1"
"117094","30.0","1","1"
"117095","104.839996338","2","1"
"117122","136.460006714","1","1"
"117146","125.5","2","2"
"117155","54.9900016785","1","1"
"117156","56.4599990845","1","1"
"117159","60.3499984741","1","1"
"117163","134.979995728","2","2"
"117173","69.9899978638","1","1"
"117181","68.2399978638","2","2"
"117186","199.899993896","1","1"
"117202","257.479980469","3","3"
"117241","312.0","1","1"
"117248","626.0","4","4"
"117249","45.0","1","1"
"117250","71.2399978638","1","1"
"117256","25.0","1","1"
"117257","53.6199989319","1","1"
"117259","1012.70001221","3","3"
"117260","117.5","1","1"
"117261","108.400001526","2","2"
"117263","3633.18994141","15","15"
"117264","575.239990234","7","7"
"117265","46.0","1","1"
"117266","130.0","2","2"
"117267","893.700012207","2","2"
"117268","75.0","1","1"
"117306","147.5","3","3"
"117315","108.5","1","1"
"117316","160.0","2","2"
"117327","48.0","1","1"
"117353","153.0","1","1"
"117362","109.800003052","2","2"
"117363","218.779998779","1","1"
"117366","158.700012207","3","2"
"117370","56.25","1","1"
"117397","48.75","1","1"
"117401","55.0","1","1"
"117495","130.0","1","1"
"117497","109.5","1","1"
"117510","1469.0","1","1"
"117516","126.0","2","2"
"117518","100.0","1","1"
"117528","155.0","2","2"
"117529","300.0","4","4"
"117530","150.0","2","2"
"117531","157.5","2","2"
"117540","75.0","1","1"
"117542","100.0","1","1"
"117550","891.0","2","2"
"117552","74.25","1","1"
"117565","98.0","1","1"
"117579","69.9899978638","1","1"
"117587","199.979995728","2","2"
"117592","26.2399997711","1","1"
"117593","210.0","2","2"
"117594","312.049987793","4","4"
"117596","235.899993896","2","2"
"117600","67.5","1","1"
"117624","24.0","1","1"
"117633","82.9000015259","3","3"
"117647","49.2799987793","1","1"
"117661","71.25","1","1"
"117684","82.5","1","1"
"117699","175.0","2","2"
"117700","75.0","1","1"
"117702","90.0","1","1"
"117707","710.5","4","4"
"117714","2129.75","2","2"
"117717","75.0","1","1"
"117723","60.0","1","1"
"117726","201.25","2","2"
"117728","165.0","2","2"
"117779","138.75","1","1"
"117781","138.75","1","1"
"117786","240.0","2","2"
"117794","115.199996948","1","1"
"117812","60.0","1","1"
"117815","93.75","4","4"
"117821","67.4899978638","1","1"
"117823","208.75","2","2"
"117842","757.66998291","3","3"
"117881","295.25","5","5"
"117905","82.4899978638","1","1"
"117909","29.9899997711","1","1"
"117913","84.75","1","1"
"117924","100.0","1","1"
"117931","74.25","1","1"
"117935","79.0","1","1"
"117958","35.0","1","1"
"118030","164.979995728","2","2"
"118034","194.979995728","2","1"
"118035","82.5","1","1"
"118054","163.5","2","2"
"118096","85.0","1","1"
"118097","98.9899978638","1","1"
"118157","28.0","1","1"
"118160","48.0","1","1"
"118170","165.0","2","2"
"118202","99.9899978638","1","1"
"118216","267.0","2","2"
"118225","74.9899978638","1","1"
"118227","99.0","1","1"
"118237","95.5199966431","1","1"
"118240","51.3349990845","2","1"
"118242","39.9799995422","2","1"
"118243","35.9799995422","2","1"
"118244","82.4199981689","1","1"
"118248","60.0","1","1"
"118252","75.0","1","1"
"118276","89.25","1","1"
"118298","65.0","1","1"
"118299","55.0","1","1"
"118301","179.410003662","2","2"
"118313","21.9899997711","1","1"
"118317","17.9899997711","1","1"
"118321","69.8899993896","3","3"
"118366","59.7599983215","1","1"
"118420","52.4900016785","1","1"
"118422","79.9899978638","1","1"
"118423","141.299987793","2","2"
"118424","139.979995728","2","2"
"118458","300.0","3","3"
"118462","651.25","10","10"
"118467","20.8999996185","1","1"
"118468","74.6999969482","3","3"
"118474","89.9899978638","1","1"
"118519","89.25","1","1"
"118535","39.9900016785","1","1"
"118539","64.5","1","1"
"118557","52.0","1","1"
"118566","36.75","1","1"
"118571","190.990005493","5","5"
"118576","44.9199981689","1","1"
"118588","75.0","1","1"
"118590","20.0","1","1"
"118595","18.0","1","1"
"118633","34.5","1","1"
"118653","86.25","1","1"
"118673","18.75","1","1"
"118697","119.0","1","1"
"118790","90.0","1","1"
"118797","105.0","1","1"
"118819","13.5","1","1"
"118821","367.799987793","3","3"
"118822","148.5","1","1"
"118837","60.0","1","1"
"118838","110.0","1","1"
"118841","37.5","1","1"
"118912","12.0","1","1"
"118915","13.5","1","1"
"118930","110.75","2","2"
"118931","59.25","1","1"
"118949","39.9900016785","1","1"
"118963","179.0","1","1"
"118993","187.5","2","2"
"119008","419.25","4","4"
"119010","123.75","1","1"
"119013","101.25","1","1"
"119022","108.75","1","1"
"119034","193.489990234","2","2"
"119056","101.25","1","1"
"119060","240.0","1","1"
"119064","150.0","1","1"
"119067","140.0","1","1"
"119073","50.0","1","1"
"119107","540.0","1","1"
"119121","295.0","1","1"
"119134","281.700012207","1","1"
"119200","476.0","1","1"
"119202","136.0","1","1"
"119204","74.25","1","1"
"119209","3.13000011444","1","1"
"119210","118.0","2","2"
"119231","149.990005493","1","1"
"119256","69.9000015259","1","1"
"119276","69.9000015259","1","1"
"119288","40.0","1","1"
"119310","60.0","1","1"
"119326","258.75","1","1"
"119333","240.0","1","1"
"119336","320.0","1","1"
"119338","124.0","1","1"
"119341","175.0","1","1"
"119345","150.0","1","1"
"119347","730.0","6","4"
"119357","250.0","1","1"
"119362","29.9200000763","1","1"
"119366","59.9000015259","1","1"
"119367","49.9000015259","1","1"
"119368","49.9000015259","1","1"
"119369","79.9000015259","1","1"
"119377","153.75","1","1"
"119387","109.989997864","1","1"
"119394","19.0","1","1"
"119395","307.5","4","4"
"119398","70.0","1","1"
"119399","79.0","1","1"
"119402","129.5","2","2"
"119404","148.75","2","2"
"119405","75.0","1","1"
"119406","885.0","11","11"
"119412","108.0","2","2"
"119414","55.5","2","2"
"119415","108.0","2","2"
"119417","49.0","1","1"
"119418","49.0","1","1"
"119428","241.600006104","5","5"
"119430","189.75","3","3"
"119431","93.25","2","2"
"119442","89.25","1","1"
"119452","23.9099998474","1","1"
"119453","56.75","2","2"
"119454","107.25","3","3"
"119457","326.25","3","3"
"119459","173.550003052","1","1"
"119460","180.0","1","1"
"119462","142.5","1","1"
"119473","120.0","1","1"
"119474","262.5","2","2"
"119475","60.0","1","1"
"119481","238.699996948","3","2"
"119484","49.0","1","1"
"119488","130.0","1","1"
"119493","160.0","1","1"
"119498","104.989997864","1","1"
"119506","241.119995117","6","6"
"119523","171.75","1","1"
"119550","90.0","1","1"
"119558","342.5","4","4"
"119560","47.25","1","1"
"119562","28.9899997711","1","1"
"119564","37.7999992371","1","1"
"119566","112.489997864","1","1"
"119568","127.489997864","1","1"
"119571","149.990005493","1","1"
"119572","452.5","3","3"
"119575","301.880004883","2","2"
