"customer.customerid","customer.dominant_gender","customer.dominant_size","customer.last_purchase_date"
"16895257","Femme","41","2015-11-01 11:13:08.0"
"16900616","Homme","49 1/2","2015-11-01 18:36:04.0"
"16902629","Enfant","27","2015-11-01 21:23:18.0"
"16910570","Enfant","34","2015-11-01 23:18:18.0"
"16913805","Femme","37","2015-11-01 12:13:16.0"
"16919820","Femme","39","2015-11-01 08:41:02.0"
"16929136","Femme","38","2015-11-01 11:00:05.0"
"16929380","Femme","40","2015-11-01 12:02:02.0"
"16932386","Enfant","27","2015-11-01 18:43:07.0"
"16952102","Enfant","38","2015-11-01 17:12:07.0"
"16952200","Homme","43","2015-11-01 18:38:08.0"
"16952520","Enfant","28","2015-11-01 18:08:08.0"
"16954000","Homme","42","2015-11-01 22:36:16.0"
"16954248","Femme","38","2015-11-01 12:26:03.0"
"16963515","Femme","37","2015-11-01 13:26:13.0"
"16963743","Femme","37","2015-11-01 23:53:06.0"
"16964907","Femme","39","2015-11-01 19:49:10.0"
"16967058","Femme","41","2015-11-01 06:09:10.0"
"16967244","Femme","38","2015-11-01 20:52:07.0"
"16979068","Femme","37","2015-11-01 00:07:06.0"
"16979457","Femme","38","2015-11-01 18:57:12.0"
"16980244","Femme","36","2015-11-01 13:52:01.0"
"16984784","Enfant","33","2015-11-01 13:31:03.0"
"16999941","Femme","42","2015-11-03 12:47:59.0"
"17006454","Femme","36","2015-11-01 20:54:06.0"
"17007741","Femme","39","2015-11-01 02:20:10.0"
"17009548","Enfant","22","2015-11-01 22:20:03.0"
"17011769","Homme","47","2015-11-01 13:45:07.0"
"17014300","Femme","37","2015-11-01 19:11:12.0"
"17022676","Femme","T.U","2015-11-01 09:59:03.0"
"17030099","Femme","41","2015-11-01 16:49:13.0"
"17049473","Femme","43","2015-11-01 19:12:00.0"
"17056391","Femme","37","2015-11-01 17:47:04.0"
"17059008","Femme","37","2015-11-01 10:50:12.0"
"17063507","Femme","37","2015-11-01 10:15:15.0"
"17069379","Femme","38","2015-11-01 13:40:18.0"
"17075733","Femme","38","2015-11-01 13:47:07.0"
"17076266","Femme","37","2015-11-01 09:42:18.0"
"17078947","Homme","42","2015-11-01 10:34:19.0"
"17080720","Homme","45","2015-11-01 11:33:09.0"
"17082173","Homme","44","2015-11-01 11:38:06.0"
"17086456","Femme","37","2015-11-01 12:14:10.0"
"17092901","Femme","39","2015-11-01 22:19:08.0"
"17098533","Femme","40","2015-11-01 11:42:05.0"
"17098843","Femme","38","2015-11-01 19:37:03.0"
"17110067","Femme","38","2015-11-01 18:29:15.0"
"17116113","Homme","42 2/3","2015-11-01 05:46:12.0"
"17117196","Femme","37","2015-11-01 01:47:11.0"
"17118155","Femme","37","2015-11-01 06:51:14.0"
"17131462","Femme","39","2015-11-01 08:55:00.0"
"17132511","Femme","42","2015-11-01 17:08:18.0"
"17134444","Homme","40","2015-11-01 17:55:11.0"
"17143202","Femme","39","2015-11-01 03:50:10.0"
"17143879","Femme","35","2015-11-01 13:11:13.0"
"17151279","Femme","38","2015-11-01 17:42:16.0"
"17153798","Femme","41","2015-11-01 17:59:15.0"
"17157110","Femme","38","2015-11-01 09:02:04.0"
"17166605","Femme","39","2015-11-01 22:32:04.0"
"17169506","Homme","43","2015-11-01 12:39:07.0"
"17177629","Enfant","28","2015-11-01 10:53:01.0"
"17180347","Femme","40","2015-11-01 16:20:14.0"
"17191586","Sacs","T.U","2015-11-01 14:55:12.0"
"17192678","Homme","40","2015-11-01 12:57:08.0"
"17193394","Femme","37","2015-11-01 19:43:08.0"
"17196228","Femme","40","2015-11-01 18:01:11.0"
"17197892","Homme","41","2015-11-01 20:40:04.0"
"17208565","Femme","38","2015-11-01 18:21:13.0"
"17212368","Femme","36 1/2","2015-11-01 12:12:00.0"
"17215636","Homme","41","2015-11-01 16:01:09.0"
"17222466","Femme","39","2015-11-01 20:17:18.0"
"17227372","Femme","37","2015-11-01 22:42:01.0"
"17233996","Femme","40","2015-11-01 08:48:18.0"
"17236855","Femme","37","2015-11-01 16:39:08.0"
"17241788","Femme","39","2015-11-01 01:06:09.0"
"17242763","Accessoires","T.U","2015-11-01 16:46:04.0"
"17244330","Femme","38","2015-11-01 21:23:10.0"
"17244915","Homme","42","2015-11-01 13:36:02.0"
"17246422","Enfant","33 1/2","2015-11-01 20:04:08.0"
"17246832","Femme","36","2015-11-01 08:23:08.0"
"17251417","Femme","38","2015-11-01 11:16:08.0"
"17253804","Homme","48","2015-11-01 18:44:05.0"
"17255443","Femme","37 - 38","2015-11-01 07:29:00.0"
"17259147","Sacs","T.U","2015-11-01 16:15:00.0"
"17268321","Enfant","36","2015-11-01 09:22:13.0"
"17273565","Femme","39","2015-11-01 20:33:06.0"
"17281017","Femme","38","2015-11-01 22:54:17.0"
"17281390","Femme","37","2015-11-01 13:57:17.0"
"17281473","Femme","37","2015-11-01 11:40:16.0"
"17282104","Homme","47","2015-11-02 09:53:40.0"
"17286805","Femme","40","2015-11-01 02:55:19.0"
"17291156","Femme","37","2015-11-01 08:04:12.0"
"17299664","Femme","38","2015-11-01 21:47:12.0"
"17307076","Homme","42","2015-11-01 09:33:01.0"
"17314667","Femme","40","2015-11-01 17:41:18.0"
"17323939","Homme","44","2015-11-01 22:19:17.0"
"17325572","Femme","38","2015-11-01 06:34:00.0"
"17326133","Enfant","24","2015-11-01 21:06:14.0"
"17326205","Femme","38","2015-11-01 10:07:10.0"
"17329571","Femme","37","2015-11-01 10:12:15.0"
"17335627","Homme","41","2015-11-01 16:06:18.0"
"17361757","Femme","37","2015-11-01 13:37:08.0"
"17362756","Femme","37","2015-11-01 10:35:08.0"
"17374547","Homme","46","2015-11-01 11:03:16.0"
"17380457","Femme","36 1/2","2015-11-01 21:43:06.0"
"17394248","Homme","43","2015-11-01 15:54:08.0"
"17406188","Femme","38","2015-11-01 20:40:16.0"
"17422154","Femme","39","2015-11-01 22:35:09.0"
"17422769","Sacs","T.U","2015-11-01 10:53:03.0"
"17426180","Homme","39","2015-11-01 14:23:03.0"
"17428854","Femme","38","2015-11-01 11:20:14.0"
"17432350","Femme","38","2015-11-01 13:24:05.0"
"17449960","Femme","37","2015-11-01 17:28:02.0"
"17449991","Femme","39","2015-11-01 17:11:18.0"
"17455992","Femme","39","2015-11-01 09:40:01.0"
"17462391","Enfant","30","2015-11-01 21:14:09.0"
"17464717","Femme","37 1/2","2015-11-01 21:46:09.0"
"17468856","Femme","36","2015-11-01 21:46:07.0"
"17469016","Femme","38","2015-11-01 12:42:14.0"
"17475252","Homme","44","2015-11-01 21:06:08.0"
"17480002","Femme","38","2015-11-01 21:03:15.0"
"17486216","Enfant","39","2015-11-01 01:08:15.0"
"17505347","Femme","41","2015-11-01 22:10:15.0"
"17513247","Femme","40","2015-11-01 12:42:03.0"
"17513758","Enfant","22 1/2","2015-11-01 14:10:09.0"
"17525951","Femme","37","2015-11-01 12:26:19.0"
"17527702","Femme","36","2015-11-01 21:47:10.0"
"17529052","Femme","40","2015-11-01 19:10:09.0"
"17533429","Homme","41 1/3","2015-11-01 17:39:06.0"
"17535019","Enfant","23","2015-11-01 19:31:01.0"
"17535988","Femme","36","2015-11-01 12:50:15.0"
"17537557","Homme","44","2015-11-01 15:50:06.0"
"17537758","Femme","37","2015-11-01 15:58:14.0"
"17538580","Femme","37","2015-11-01 14:30:01.0"
"17542659","Homme","46","2015-11-01 17:28:10.0"
"17542726","Femme","36","2015-11-01 15:46:01.0"
"17542876","Femme","40","2015-11-01 08:08:12.0"
"17548857","Femme","36","2015-11-01 21:16:10.0"
"17551237","Homme","42","2015-11-01 11:39:11.0"
"17560405","Femme","36","2015-11-01 17:36:05.0"
"17561570","Homme","44","2015-11-01 14:52:05.0"
"17596367","Homme","44","2015-11-01 00:06:08.0"
"17603715","Femme","39","2015-11-01 10:06:19.0"
"17609203","Femme","36","2015-11-01 11:37:15.0"
"17613799","Femme","40","2015-11-01 20:42:00.0"
"17615757","Enfant","38 2/3","2015-11-01 21:26:07.0"
"17619291","Femme","39","2015-11-01 14:35:09.0"
"17633826","Femme","39","2015-11-01 17:32:03.0"
"17635456","Homme","42","2015-11-01 22:17:09.0"
"17636831","Femme","38","2015-11-01 08:03:04.0"
"17641766","Femme","40","2015-11-01 23:28:00.0"
"17643431","Femme","36","2015-11-01 17:54:13.0"
"17643951","Homme","44","2015-11-01 17:37:10.0"
"17653078","Homme","39 1/3","2015-11-01 10:54:18.0"
"17657438","Femme","40","2015-11-01 21:50:17.0"
"17659626","Enfant","37","2015-11-01 15:28:11.0"
"17660889","Femme","42","2015-11-02 13:10:36.0"
"17669240","Femme","40","2015-11-01 17:11:10.0"
"17679205","Femme","41","2015-11-01 06:53:12.0"
"17685963","Femme","39","2015-11-01 10:16:14.0"
"17698508","Enfant","29","2015-11-01 16:24:02.0"
"17704215","Homme","42","2015-11-01 10:14:01.0"
"17704545","Femme","37","2015-11-01 22:13:11.0"
"17706537","Femme","41","2015-11-01 10:02:09.0"
"17707270","Femme","37","2015-11-01 20:15:06.0"
"17710797","Femme","42","2015-11-01 10:55:07.0"
"17713334","Homme","44","2015-11-01 21:14:17.0"
"17722422","Femme","41","2015-11-01 18:46:13.0"
"17723649","Femme","39","2015-11-01 22:09:06.0"
"17725977","Femme","37","2015-11-01 01:05:15.0"
"17729126","Femme","37","2015-11-01 08:48:11.0"
"17739878","Homme","41","2015-11-01 15:58:11.0"
"17741096","Femme","37","2015-11-01 13:01:11.0"
"17747436","Femme","41","2015-11-01 11:59:03.0"
"17750678","Femme","42","2015-11-01 12:02:07.0"
"17751262","Femme","39","2015-11-01 01:07:13.0"
"17757348","Enfant","22","2015-11-01 11:09:07.0"
"17759112","Homme","39","2015-11-01 10:11:00.0"
"17760436","Femme","38","2015-11-01 05:22:03.0"
"17763145","Homme","41","2015-11-01 19:48:14.0"
"17767315","Femme","37","2015-11-01 11:45:17.0"
"17772704","Femme","37","2015-11-01 20:55:03.0"
"17782050","Enfant","38","2015-11-01 08:10:03.0"
"17786373","Enfant","35","2015-11-01 22:15:10.0"
"17789336","Femme","35","2015-11-01 22:55:06.0"
"17791145","Femme","38","2015-11-01 15:06:17.0"
"17793307","Enfant","35","2015-11-01 21:25:19.0"
"17794154","Homme","43","2015-11-01 17:30:09.0"
"17794669","Homme","42","2015-11-01 21:54:00.0"
"17795861","Femme","39","2015-11-01 11:36:15.0"
"17799097","Femme","38","2015-11-01 13:03:13.0"
"17805854","Femme","41","2015-11-01 02:43:04.0"
"17806409","Femme","40","2015-11-01 20:42:08.0"
"17808775","Femme","37","2015-11-01 23:48:01.0"
"17811791","Femme","36","2015-11-01 12:31:18.0"
"17819995","Femme","39 1/3","2015-11-01 23:07:00.0"
"17820624","Femme","37","2015-11-01 11:41:10.0"
"17822740","Femme","41 1/3","2015-11-01 12:17:15.0"
"17823199","Homme","44 1/2","2015-11-01 11:10:16.0"
"17829734","Homme","40","2015-11-01 09:14:18.0"
"17830374","Homme","43","2015-11-01 15:49:14.0"
"17834812","Femme","40","2015-11-01 11:40:10.0"
"17835964","Femme","38","2015-11-01 22:23:00.0"
"17837294","Homme","T.U","2015-11-01 21:30:13.0"
"17839233","Femme","38","2015-11-01 18:33:07.0"
"17842471","Homme","47","2015-11-01 09:18:05.0"
"17842965","Femme","36","2015-11-01 18:46:07.0"
"17843176","Homme","43 - 44","2015-11-01 18:34:19.0"
"17846265","Homme","45","2015-11-01 09:42:16.0"
"17846481","Sacs","T.U","2015-11-01 14:54:00.0"
"17847319","Femme","39","2015-11-01 21:59:08.0"
"17850361","Femme","39","2015-11-01 22:18:11.0"
"17853786","Homme","44","2015-11-01 19:27:07.0"
"17858088","Femme","38","2015-11-01 10:54:08.0"
"17858899","Homme","44","2015-11-01 20:44:10.0"
"17859469","Homme","41","2015-11-01 18:51:10.0"
"17861532","Femme","38","2015-11-01 19:23:03.0"
"17864098","Homme","42","2015-11-03 12:02:57.0"
"17864627","Homme","42","2015-11-01 11:06:01.0"
"17865261","Homme","40 2/3","2015-11-01 22:26:17.0"
"17866209","Homme","45 - 46","2015-11-01 09:15:15.0"
"17866349","Femme","40","2015-11-01 21:45:11.0"
"17867850","Homme","45","2015-11-01 11:45:00.0"
"17868775","Femme","37","2015-11-01 19:00:02.0"
"17870269","Femme","36","2015-11-01 13:10:19.0"
"17870359","Femme","40","2015-11-01 22:05:03.0"
"17872341","Femme","39","2015-11-01 10:24:12.0"
"17872475","Homme","45","2015-11-01 23:29:14.0"
"17872679","Femme","40","2015-11-01 17:22:12.0"
"17875417","Femme","39","2015-11-01 23:26:06.0"
"17876651","Homme","42","2015-11-01 00:46:05.0"
"17877925","Femme","38","2015-11-01 17:40:06.0"
"17878990","Enfant","T.U","2015-11-01 12:29:05.0"
"17879202","Femme","41","2015-11-01 19:50:07.0"
"17880730","Femme","38","2015-11-01 22:42:07.0"
"17881296","Homme","48","2015-11-02 10:48:33.0"
"17883634","Enfant","36 2/3","2015-11-01 17:06:12.0"
"17885841","Femme","41","2015-11-01 15:53:17.0"
"17887143","Homme","43","2015-11-01 13:40:11.0"
"17887862","Femme","40","2015-11-01 11:58:19.0"
"17889412","Femme","41","2015-11-01 21:27:08.0"
"17892020","Femme","37","2015-11-01 19:38:04.0"
"17892101","Femme","39","2015-11-01 13:41:09.0"
"17892965","Homme","43","2015-11-01 11:37:07.0"
"17893903","Femme","38","2015-11-01 22:06:17.0"
"17894069","Femme","38","2015-11-01 12:20:08.0"
"17894926","Femme","38","2015-11-01 11:56:06.0"
"17895616","Enfant","19","2015-11-01 10:38:00.0"
"17895812","Enfant","25","2015-11-01 21:12:15.0"
"17898152","Femme","37 - 38","2015-11-01 09:21:18.0"
"17899249","Femme","39","2015-11-01 21:40:08.0"
"17900532","Homme","44","2015-11-01 09:50:07.0"
"17900581","Femme","40","2015-11-01 19:18:07.0"
"17901055","Femme","39","2015-11-01 00:38:11.0"
"17902333","Femme","41","2015-11-01 10:24:00.0"
"17903257","Femme","39","2015-11-01 15:19:17.0"
"17903649","Femme","37","2015-11-01 12:24:19.0"
"17903791","Femme","41","2015-11-01 00:07:15.0"
"17904147","Sacs","T.U","2015-11-01 18:12:15.0"
"17904178","Femme","40","2015-11-01 18:55:01.0"
"17904853","Femme","T.U","2015-11-01 17:22:07.0"
"17904883","Femme","38","2015-11-01 02:57:18.0"
"17907041","Homme","43","2015-11-01 00:58:16.0"
"17908245","Femme","36","2015-11-01 17:22:16.0"
"17908503","Femme","37","2015-11-01 22:25:17.0"
"17908777","Femme","42 2/3","2015-11-01 20:37:10.0"
"17909083","Femme","40","2015-11-01 10:17:07.0"
"17909768","Enfant","24","2015-11-01 13:53:11.0"
"17910631","Homme","42","2015-11-01 06:26:13.0"
"17912475","Homme","T.U","2015-11-01 23:54:05.0"
"17913199","Homme","44","2015-11-01 09:25:15.0"
"17913358","Homme","45","2015-11-01 12:02:16.0"
"17913396","Femme","36","2015-11-01 18:37:08.0"
"17913611","Femme","37","2015-11-01 11:50:15.0"
"17914043","Femme","38","2015-11-01 21:55:07.0"
"17914231","Femme","37","2015-11-01 21:07:05.0"
"17914385","Femme","38","2015-11-01 17:45:11.0"
"17914470","Femme","40","2015-11-01 10:07:10.0"
"17914481","Femme","38","2015-11-01 14:43:04.0"
"17914934","Femme","38","2015-11-01 19:25:14.0"
"17916274","Homme","45","2015-11-01 09:56:04.0"
"17916586","Homme","50 1/2","2015-11-01 17:36:13.0"
"17916662","Homme","47 1/2","2015-11-01 09:12:06.0"
"17916677","Homme","45","2015-11-01 16:56:14.0"
"17917049","Femme","38","2015-11-01 13:07:17.0"
"17917136","Homme","41","2015-11-01 11:56:10.0"
"17917146","Femme","40","2015-11-01 13:17:16.0"
"17918361","Enfant","24","2015-11-01 09:54:17.0"
"17918452","Femme","38","2015-11-01 11:21:05.0"
"17918555","Femme","38","2015-11-01 16:48:11.0"
"17918720","Femme","40","2015-11-01 14:30:03.0"
"17918958","Enfant","29","2015-11-01 15:45:16.0"
"17918969","Femme","38","2015-11-01 17:30:11.0"
"17919190","Femme","37 1/2","2015-11-01 22:45:13.0"
"17920602","Femme","40","2015-11-01 13:54:09.0"
"17920646","Femme","38","2015-11-01 09:08:09.0"
"17920984","Enfant","26","2015-11-01 10:08:11.0"
"17921395","Enfant","35","2015-11-01 13:00:04.0"
"17921728","Femme","39","2015-11-01 08:30:02.0"
"17922773","Enfant","20","2015-11-01 11:20:03.0"
"17922900","Femme","40","2015-11-01 10:51:06.0"
"17923091","Femme","40","2015-11-01 09:13:10.0"
"17923181","Femme","39","2015-11-01 18:30:10.0"
"17923359","Femme","42 1/2","2015-11-01 20:23:02.0"
"17923391","Femme","40","2015-11-01 22:00:13.0"
"17923642","Femme","38","2015-11-01 08:42:15.0"
"17924388","Femme","38","2015-11-01 20:16:05.0"
"17924436","Homme","41","2015-11-01 23:40:00.0"
"17924768","Femme","40","2015-11-01 20:34:08.0"
"17925221","Femme","38","2015-11-01 17:12:16.0"
"17925318","Femme","39","2015-11-01 12:08:15.0"
"17925353","Femme","38","2015-11-01 15:32:09.0"
"17925807","Enfant","39","2015-11-01 20:41:14.0"
"17925830","Homme","44","2015-11-01 11:35:16.0"
"17926102","Femme","37","2015-11-01 22:36:03.0"
"17926451","Femme","37","2015-11-01 18:14:10.0"
"17926468","Homme","43","2015-11-01 17:59:14.0"
"17926510","Femme","36","2015-11-01 02:21:00.0"
"17926686","Femme","41","2015-11-03 11:34:41.0"
"17926886","Homme","42","2015-11-01 00:47:08.0"
"17926991","Homme","41","2015-11-01 08:38:19.0"
"17927063","Enfant","37","2015-11-01 00:01:08.0"
"17927088","Femme","41","2015-11-01 00:10:14.0"
"17927090","Homme","45","2015-11-01 00:11:04.0"
"17927094","Accessoires","36 - 41","2015-11-03 00:55:49.0"
"17927097","Femme","36","2015-11-01 00:16:18.0"
"17927110","Femme","37","2015-11-01 00:54:07.0"
"17927123","Femme","38","2015-11-01 00:36:06.0"
"17927130","Homme","47 1/2","2015-11-01 00:45:03.0"
"17927138","Femme","37","2015-11-01 01:00:15.0"
"17927141","Femme","39","2015-11-01 00:53:01.0"
"17927143","Femme","T.U","2015-11-01 01:03:10.0"
"17927144","Femme","38","2015-11-01 00:55:03.0"
"17927152","Femme","37","2015-11-01 01:04:01.0"
"17927157","Femme","36","2015-11-01 01:10:18.0"
"17927159","Femme","38","2015-11-01 01:58:00.0"
"17927163","Femme","40","2015-11-01 01:26:08.0"
"17927165","Femme","40","2015-11-01 01:24:03.0"
"17927166","Femme","37","2015-11-01 01:26:19.0"
"17927169","Homme","42","2015-11-01 01:34:19.0"
"17927177","Femme","41","2015-11-01 17:29:00.0"
"17927179","Enfant","23","2015-11-01 22:48:18.0"
"17927208","Accessoires","36 - 41","2015-11-03 03:05:46.0"
"17927219","Femme","38","2015-11-01 03:38:12.0"
"17927224","Enfant","26","2015-11-01 13:16:11.0"
"17927236","Femme","39","2015-11-01 06:01:10.0"
"17927251","Femme","40","2015-11-01 07:06:06.0"
"17927252","Femme","37","2015-11-01 07:05:08.0"
"17927253","Femme","38","2015-11-01 07:22:05.0"
"17927265","Femme","40","2015-11-01 07:36:01.0"
"17927268","Femme","40","2015-11-01 07:42:02.0"
"17927270","Femme","41","2015-11-03 07:39:48.0"
"17927273","Homme","41 1/2","2015-11-01 11:19:00.0"
"17927274","Enfant","32","2015-11-01 07:42:17.0"
"17927292","Femme","39","2015-11-01 07:59:11.0"
"17927301","Homme","43","2015-11-01 08:10:11.0"
"17927315","Femme","38 2/3","2015-11-01 08:17:09.0"
"17927346","Femme","39","2015-11-01 08:33:11.0"
"17927357","Femme","37","2015-11-01 08:34:12.0"
"17927359","Femme","39 - 41","2015-11-01 08:36:17.0"
"17927387","Enfant","34","2015-11-01 08:46:07.0"
"17927392","Femme","39","2015-11-01 08:51:06.0"
"17927396","Femme","41","2015-11-01 08:50:04.0"
"17927423","Femme","41","2015-11-01 09:06:01.0"
"17927424","Femme","39","2015-11-01 09:07:10.0"
"17927428","Femme","41","2015-11-01 09:10:13.0"
"17927435","Femme","38","2015-11-01 09:11:05.0"
"17927439","Femme","39","2015-11-01 09:14:13.0"
"17927441","Enfant","18 - 19","2015-11-01 09:14:07.0"
"17927443","Femme","36","2015-11-01 09:19:05.0"
"17927453","Homme","42","2015-11-01 09:18:11.0"
"17927468","Enfant","39","2015-11-01 09:27:06.0"
"17927479","Femme","38","2015-11-01 09:30:08.0"
"17927480","Femme","39 - 40","2015-11-03 09:26:49.0"
"17927482","Homme","43","2015-11-01 09:32:17.0"
"17927491","Homme","43 1/3","2015-11-01 09:30:17.0"
"17927498","Femme","38","2015-11-01 09:38:10.0"
"17927499","Enfant","35 1/2","2015-11-01 09:34:08.0"
"17927501","Femme","38","2015-11-01 09:34:18.0"
"17927513","Accessoires","T.U","2015-11-01 18:14:07.0"
"17927517","Femme","37 1/2","2015-11-01 09:43:11.0"
"17927518","Homme","42","2015-11-01 09:49:10.0"
"17927525","Femme","37","2015-11-01 09:53:11.0"
"17927529","Homme","42","2015-11-01 09:46:02.0"
"17927530","Enfant","24","2015-11-01 10:48:14.0"
"17927546","Femme","37 1/3","2015-11-01 10:11:18.0"
"17927556","Enfant","26","2015-11-01 09:56:02.0"
"17927559","Enfant","25","2015-11-01 09:57:03.0"
"17927567","Homme","41","2015-11-01 09:58:16.0"
"17927570","Femme","37","2015-11-01 10:02:08.0"
"17927577","Femme","41","2015-11-01 10:05:18.0"
"17927595","Femme","40","2015-11-01 10:09:01.0"
"17927596","Femme","39","2015-11-01 12:29:19.0"
"17927604","Femme","38","2015-11-01 10:08:07.0"
"17927607","Enfant","27","2015-11-01 11:07:02.0"
"17927613","Femme","36","2015-11-01 11:02:12.0"
"17927616","Enfant","30","2015-11-01 10:11:00.0"
"17927617","Homme","43","2015-11-01 10:13:14.0"
"17927621","Femme","39","2015-11-01 10:12:12.0"
"17927634","Homme","43","2015-11-01 10:23:05.0"
"17927649","Femme","39","2015-11-01 10:26:09.0"
"17927651","Homme","42","2015-11-01 10:27:14.0"
"17927652","Femme","36","2015-11-01 10:25:17.0"
"17927656","Homme","44","2015-11-01 10:27:06.0"
"17927658","Femme","39","2015-11-01 10:30:17.0"
"17927660","Homme","42","2015-11-01 10:41:14.0"
"17927664","Femme","38","2015-11-01 10:29:15.0"
"17927666","Homme","48","2015-11-01 10:30:04.0"
"17927668","Femme","39","2015-11-01 10:30:16.0"
"17927682","Accessoires","T.U","2015-11-03 10:32:55.0"
"17927700","Femme","39","2015-11-01 13:24:16.0"
"17927701","Femme","38","2015-11-02 10:39:33.0"
"17927713","Femme","38","2015-11-01 10:39:16.0"
"17927726","Enfant","23","2015-11-01 10:42:07.0"
"17927727","Enfant","34 1/2","2015-11-01 10:48:18.0"
"17927734","Homme","40","2015-11-01 10:45:01.0"
"17927735","Homme","40","2015-11-01 10:47:00.0"
"17927742","Femme","41","2015-11-01 10:48:05.0"
"17927745","Homme","42","2015-11-01 10:49:15.0"
"17927753","Femme","T.U","2015-11-01 10:50:09.0"
"17927755","Femme","39 1/3","2015-11-01 10:52:02.0"
"17927758","Enfant","35","2015-11-01 20:22:09.0"
"17927760","Femme","41","2015-11-01 15:10:11.0"
"17927761","Homme","43","2015-11-01 11:00:03.0"
"17927765","Femme","37","2015-11-01 10:58:02.0"
"17927769","Homme","43","2015-11-01 10:59:18.0"
"17927779","Femme","41","2015-11-01 10:58:07.0"
"17927797","Femme","37","2015-11-01 11:06:05.0"
"17927802","Femme","40","2015-11-01 11:09:04.0"
"17927806","Femme","40","2015-11-01 11:09:01.0"
"17927808","Femme","40","2015-11-01 11:03:05.0"
"17927815","Homme","42","2015-11-01 11:08:10.0"
"17927824","Homme","47 1/2","2015-11-01 11:23:12.0"
"17927832","Homme","42","2015-11-01 11:34:18.0"
"17927833","Femme","38","2015-11-01 11:11:16.0"
"17927849","Enfant","24","2015-11-01 11:15:04.0"
"17927852","Femme","36","2015-11-01 11:15:05.0"
"17927854","Femme","39","2015-11-01 11:15:04.0"
"17927858","Homme","43","2015-11-01 11:15:06.0"
"17927868","Enfant","38","2015-11-01 11:17:13.0"
"17927872","Femme","39","2015-11-01 11:26:19.0"
"17927878","Femme","39","2015-11-01 11:20:00.0"
"17927879","Femme","39","2015-11-01 11:20:08.0"
"17927883","Femme","37","2015-11-01 11:21:01.0"
"17927884","Femme","41","2015-11-01 11:24:03.0"
"17927885","Femme","39","2015-11-01 11:24:12.0"
"17927891","Femme","39","2015-11-01 11:25:04.0"
"17927903","Femme","36","2015-11-01 11:26:01.0"
"17927904","Femme","38","2015-11-01 11:30:04.0"
"17927907","Homme","41 1/3","2015-11-01 11:27:10.0"
"17927915","Enfant","34","2015-11-01 11:43:09.0"
"17927922","Homme","41","2015-11-01 11:32:11.0"
"17927929","Femme","40","2015-11-01 11:33:10.0"
"17927937","Enfant","33","2015-11-01 11:35:10.0"
"17927949","Enfant","37","2015-11-01 19:39:07.0"
"17927954","Femme","37","2015-11-01 16:18:03.0"
"17927958","Homme","45","2015-11-01 11:37:08.0"
"17927976","Homme","45","2015-11-01 11:42:07.0"
"17927978","Homme","40","2015-11-01 11:51:06.0"
"17927988","Femme","38","2015-11-01 11:53:02.0"
"17927995","Femme","39","2015-11-01 11:47:17.0"
"17928007","Femme","37","2015-11-01 11:55:03.0"
"17928013","Femme","37 - 38","2015-11-01 11:52:14.0"
"17928016","Enfant","37 1/2","2015-11-01 11:54:09.0"
"17928026","Homme","40","2015-11-01 11:53:14.0"
"17928027","Homme","43","2015-11-01 11:53:06.0"
"17928028","Femme","38","2015-11-01 11:54:01.0"
"17928032","Femme","37","2015-11-01 11:54:16.0"
"17928036","Femme","41","2015-11-01 11:56:18.0"
"17928040","Homme","43","2015-11-01 12:00:17.0"
"17928046","Femme","40","2015-11-01 11:59:15.0"
"17928051","Homme","T.U","2015-11-01 12:02:08.0"
"17928055","Femme","38","2015-11-01 12:01:02.0"
"17928057","Femme","40","2015-11-01 12:27:09.0"
"17928060","Homme","42","2015-11-01 12:16:06.0"
"17928067","Homme","43","2015-11-01 12:43:03.0"
"17928068","Homme","43","2015-11-01 12:04:02.0"
"17928083","Homme","44","2015-11-01 12:05:18.0"
"17928102","Homme","42","2015-11-01 12:16:16.0"
"17928108","Femme","35 - 36","2015-11-01 12:13:13.0"
"17928111","Sacs","T.U","2015-11-01 12:15:06.0"
"17928115","Accessoires","T.U","2015-11-01 12:18:08.0"
"17928116","Enfant","40","2015-11-01 12:26:15.0"
"17928117","Enfant","35","2015-11-01 12:15:08.0"
"17928132","Homme","42","2015-11-01 12:19:16.0"
"17928138","Femme","38","2015-11-01 12:20:02.0"
"17928139","Femme","39","2015-11-01 12:22:10.0"
"17928144","Femme","39","2015-11-01 12:23:11.0"
"17928161","Femme","38","2015-11-01 12:26:11.0"
"17928174","Femme","39","2015-11-01 12:27:02.0"
"17928196","Enfant","23 1/2","2015-11-01 12:33:15.0"
"17928197","Homme","42","2015-11-01 12:32:12.0"
"17928208","Enfant","33","2015-11-01 12:40:00.0"
"17928211","Femme","37","2015-11-01 12:36:17.0"
"17928219","Femme","40","2015-11-01 14:36:13.0"
"17928221","Sacs","T.U","2015-11-01 12:55:09.0"
"17928222","Homme","45","2015-11-01 12:42:08.0"
"17928223","Enfant","36 1/2","2015-11-01 13:15:10.0"
"17928229","Femme","41","2015-11-01 12:49:09.0"
"17928231","Femme","39","2015-11-01 12:41:00.0"
"17928233","Femme","39","2015-11-01 17:38:14.0"
"17928240","Femme","38","2015-11-01 12:44:00.0"
"17928247","Femme","38","2015-11-01 12:44:01.0"
"17928262","Femme","41","2015-11-01 12:47:02.0"
"17928265","Femme","39","2015-11-01 12:49:00.0"
"17928269","Femme","T.U","2015-11-01 12:49:08.0"
"17928270","Homme","40","2015-11-01 12:51:01.0"
